player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Lennart Thy,560,442,7,84.0,8,51.0,13.0,1,68.0,11.0,11,11.0,0,14102,1.25,0.25,0.8,0.17857142857142858
Lenny Nangis,3610,3497,74,612.0,113,441.0,154.0,5,824.0,112.0,66,79.0,1,149052,5.4,0.4,0.9259259259259258,0.07297297297297298
Leo,3149,2673,59,552.0,85,310.0,123.0,7,608.0,89.0,72,67.0,1,118731,6.61,-0.39,1.059001512859304,0.11203389830508476
Leo Baptistao,5719,5353,114,1176.0,170,663.0,212.0,12,1034.0,192.0,135,135.0,4,229693,11.63,-0.37,1.0318142734307825,0.10201754385964913
Leo Dubois,966,939,21,156.0,30,117.0,40.0,0,246.0,31.0,16,28.0,0,42334,1.13,1.13,0.0,0.05380952380952381
Leo Lacroix,460,390,6,48.0,9,47.0,12.0,0,18.0,8.0,7,12.0,0,12096,1.38,1.38,0.0,0.22999999999999998
Leon Andreasen,4397,3762,87,696.0,130,507.0,167.0,7,1036.0,136.0,85,115.0,0,175212,5.17,-1.83,1.3539651837524178,0.05942528735632184
Leon Balogun,879,759,17,180.0,26,122.0,32.0,1,79.0,46.0,23,36.0,0,34257,2.26,1.26,0.4424778761061947,0.13294117647058823
Leon Britton,352,397,8,24.0,10,44.0,18.0,0,120.0,10.0,2,11.0,0,16120,0.25,0.25,0.0,0.03125
Leon Goretzka,5393,4742,107,1011.0,148,581.0,214.0,8,1050.0,180.0,110,136.0,5,215605,10.63,2.63,0.7525870178739417,0.09934579439252338
Leon Jessen,350,297,4,24.0,5,29.0,8.0,1,64.0,7.0,2,4.0,0,8046,0.09,-0.91,11.11111111111111,0.0225
Leon Osman,3056,3260,74,672.0,108,436.0,135.0,5,707.0,114.0,73,87.0,1,149046,5.82,0.82,0.8591065292096219,0.07864864864864865
Leonardo Bittencourt,6884,6159,127,1236.0,183,755.0,233.0,9,1383.0,189.0,129,149.0,5,255839,12.33,3.33,0.7299270072992701,0.09708661417322835
Leonardo Blanchard,1181,992,21,216.0,27,143.0,43.0,3,126.0,51.0,33,38.0,0,42326,3.12,0.12,0.9615384615384615,0.14857142857142858
Leonardo Bonucci,5698,5053,102,951.0,142,636.0,195.0,11,1029.0,184.0,131,179.0,1,205420,13.94,2.94,0.7890961262553803,0.13666666666666666
Leonardo Capezzi,1161,1036,17,60.0,23,114.0,36.0,0,192.0,23.0,6,24.0,0,34274,0.99,0.99,0.0,0.05823529411764706
Leonardo Fontanesi,19,21,1,0.0,1,6.0,2.0,0,15.0,1.0,0,3.0,0,2015,0.04,0.04,0.0,0.04
Leonardo Miglionico,417,365,7,60.0,7,36.0,13.0,0,47.0,16.0,9,15.0,0,14084,0.67,0.67,0.0,0.09571428571428572
Leonardo Pavoletti,7309,6325,123,1344.0,181,815.0,213.0,23,774.0,246.0,196,154.0,2,247908,18.12,-4.88,1.269315673289183,0.14731707317073173
Leonardo Ponzio,958,849,21,132.0,31,137.0,40.0,1,316.0,30.0,11,22.0,0,42231,1.27,0.27,0.7874015748031495,0.060476190476190475
Leonardo Spinazzola,306,296,8,72.0,9,44.0,20.0,0,88.0,11.0,7,9.0,0,16131,1.01,1.01,0.0,0.12625
Leonardo Ulloa,4541,4861,89,912.0,121,546.0,160.0,18,660.0,181.0,126,125.0,0,179337,14.92,-3.08,1.2064343163538873,0.16764044943820225
Leonel Galeano,173,120,3,36.0,3,30.0,5.0,0,17.0,9.0,6,7.0,0,6041,0.27,0.27,0.0,0.09000000000000001
Leroy Fer,6405,6429,120,1056.0,175,632.0,245.0,15,1153.0,211.0,128,162.0,1,241754,14.29,-0.71,1.0496850944716585,0.11908333333333333
Leroy Sane,4431,4199,85,840.0,118,460.0,160.0,12,767.0,174.0,107,94.0,5,171312,8.86,-3.14,1.3544018058690745,0.10423529411764705
Levan Kobiashvili,739,652,16,60.0,20,66.0,29.0,3,196.0,29.0,7,20.0,0,32191,2.4,-0.6,1.25,0.15
Levan Mchedlidze,4508,3822,59,516.0,93,343.0,120.0,8,540.0,124.0,58,74.0,0,118915,7.26,-0.74,1.1019283746556474,0.12305084745762712
Levent Aycicek,1216,878,13,84.0,15,75.0,26.0,2,135.0,16.0,7,13.0,0,26185,0.92,-1.08,2.1739130434782608,0.07076923076923078
Levin Oztunali,2593,2301,50,420.0,68,289.0,101.0,4,517.0,64.0,49,55.0,1,100771,3.86,-0.14,1.0362694300518136,0.07719999999999999
Levy Madinda,670,609,9,84.0,15,43.0,20.0,0,119.0,11.0,8,11.0,0,18125,0.63,0.63,0.0,0.07
Lewis Grabban,1061,1183,20,216.0,27,111.0,33.0,1,178.0,32.0,28,22.0,0,40316,2.07,1.07,0.48309178743961356,0.1035
Lewis Holtby,9731,8930,175,1611.0,265,918.0,364.0,15,1983.0,326.0,176,189.0,7,352355,14.35,-0.65,1.0452961672473868,0.082
Leyti Ndiaye,338,252,4,48.0,5,25.0,8.0,0,26.0,8.0,7,6.0,0,8044,0.47,0.47,0.0,0.1175
Liam Bridcutt,401,421,8,51.0,11,43.0,17.0,1,124.0,9.0,3,10.0,0,16114,1.19,0.19,0.8403361344537815,0.14875
Liam Moore,159,181,4,36.0,5,25.0,6.0,0,25.0,11.0,6,6.0,0,8056,0.42,0.42,0.0,0.105
Liam Ridgewell,70,81,1,12.0,1,9.0,2.0,0,13.0,2.0,1,1.0,0,2014,0.54,0.54,0.0,0.54
Liam Rosenior,633,731,14,108.0,24,95.0,32.0,1,150.0,18.0,13,17.0,0,28197,1.31,0.31,0.7633587786259541,0.09357142857142857
Liassine Cadamuro,320,278,6,36.0,9,42.0,12.0,0,79.0,8.0,5,10.0,0,12072,0.31,0.31,0.0,0.051666666666666666
Libor Kozak,2601,2396,42,396.0,65,207.0,75.0,6,279.0,71.0,64,48.0,0,84548,6.07,0.07,0.9884678747940692,0.14452380952380953
Lica,981,927,24,264.0,40,130.0,48.0,0,212.0,36.0,31,26.0,0,48348,1.86,1.86,0.0,0.0775
Lillo,720,747,16,120.0,22,93.0,30.0,0,209.0,18.0,11,21.0,0,32243,0.71,0.71,0.0,0.044375
Lindsay Rose,1336,1310,25,288.0,35,143.0,48.0,1,196.0,50.0,38,39.0,0,50347,2.3,1.3,0.4347826086956522,0.092
Lino Marzorati,73,81,2,12.0,3,13.0,3.0,1,28.0,4.0,2,5.0,0,4026,0.48,-0.52,2.0833333333333335,0.24
Lionel Mathis,2207,2037,44,228.0,67,305.0,88.0,0,616.0,61.0,26,64.0,0,88628,1.78,1.78,0.0,0.04045454545454546
Lionel Messi,47356,46168,914,7248.0,1354,4683.0,1681.0,205,8414.0,1772.0,889,1234.0,22,1840564,146.52,-58.48,1.3991263991263991,0.1603063457330416
Lionel Scaloni,758,715,10,84.0,14,54.0,22.0,1,134.0,13.0,9,12.0,0,20130,0.36,-0.64,2.7777777777777777,0.036
Lionel Zouma,673,599,9,111.0,14,55.0,17.0,1,80.0,23.0,15,19.0,0,18118,1.8,0.8,0.5555555555555556,0.2
Lisandro,3632,3280,63,588.0,85,341.0,111.0,16,546.0,100.0,80,78.0,2,126729,11.97,-4.03,1.3366750208855471,0.19
Lisandro Lopez,4748,4697,103,960.0,140,507.0,195.0,14,856.0,177.0,149,130.0,3,207300,13.88,-0.12,1.0086455331412103,0.13475728155339806
Livio Nabab,2554,2200,47,480.0,63,282.0,89.0,4,452.0,73.0,83,47.0,0,94559,5.38,1.38,0.7434944237918216,0.11446808510638298
Lloyd Palun,456,442,7,48.0,11,47.0,11.0,1,71.0,12.0,8,11.0,0,14091,1.0,-0.0,1.0,0.14285714285714285
Lluis Sastre,760,798,17,108.0,26,89.0,38.0,1,223.0,19.0,12,21.0,0,34221,0.7,-0.3,1.4285714285714286,0.041176470588235294
Loe,121,117,6,36.0,9,35.0,14.0,0,66.0,11.0,7,9.0,0,12072,0.29,0.29,0.0,0.04833333333333333
Loic Perrin,3134,3165,69,687.0,92,446.0,124.0,15,384.0,166.0,109,149.0,0,138978,13.45,-1.55,1.1152416356877324,0.19492753623188405
Loic Poujol,1147,1091,22,168.0,31,157.0,37.0,3,225.0,42.0,26,34.0,0,44270,1.89,-1.11,1.5873015873015874,0.08590909090909091
Loic Puyo,737,711,16,84.0,22,122.0,33.0,2,198.0,33.0,11,35.0,0,32256,2.04,0.04,0.9803921568627451,0.1275
Loic Remy,11387,11290,221,2208.0,310,1202.0,428.0,31,1952.0,349.0,305,265.0,6,444871,25.8,-5.2,1.2015503875968991,0.1167420814479638
Loick Landre,692,685,12,132.0,15,76.0,25.0,0,146.0,21.0,14,20.0,0,24174,0.57,0.57,0.0,0.047499999999999994
Lois Diony,1252,1145,28,300.0,41,183.0,48.0,4,271.0,41.0,31,31.0,1,56450,3.11,-0.89,1.2861736334405145,0.11107142857142857
Lolo,2869,2643,48,327.0,66,278.0,93.0,3,549.0,75.0,46,87.0,0,96612,5.32,2.32,0.5639097744360902,0.11083333333333334
Lomban,2322,2144,43,438.0,59,260.0,74.0,9,272.0,96.0,66,91.0,0,86642,9.14,0.14,0.9846827133479211,0.21255813953488373
Loosemy Karaboue,1544,1447,31,228.0,45,169.0,57.0,1,411.0,37.0,27,37.0,0,62341,1.96,0.96,0.5102040816326531,0.0632258064516129
Lopez Silva,35,34,1,12.0,2,6.0,2.0,0,15.0,1.0,3,1.0,0,2014,0.02,0.02,0.0,0.02
Lora,702,588,12,63.0,18,64.0,20.0,3,155.0,19.0,5,14.0,0,24140,1.43,-1.57,2.097902097902098,0.11916666666666666
Lorenzo Ariaudo,1094,922,21,216.0,33,138.0,42.0,1,126.0,50.0,37,43.0,0,42261,3.1,2.1,0.3225806451612903,0.14761904761904762
Lorenzo Crisetig,991,778,16,72.0,23,77.0,40.0,0,207.0,33.0,7,20.0,0,32243,0.75,0.75,0.0,0.046875
Lorenzo Davids,92,63,2,24.0,3,14.0,4.0,0,30.0,4.0,2,2.0,0,4022,0.05,0.05,0.0,0.025
Lorenzo De Silvestri,4262,3682,68,648.0,93,396.0,130.0,9,570.0,135.0,87,109.0,2,136947,8.64,-0.36,1.0416666666666665,0.12705882352941178
Lorenzo Insigne,19764,18645,394,3564.0,572,2318.0,749.0,28,4536.0,455.0,373,474.0,15,793736,30.27,2.27,0.9250082590023125,0.07682741116751268
Lorenzo Lollo,1890,1689,36,264.0,43,184.0,71.0,3,390.0,49.0,33,50.0,0,72560,2.79,-0.21,1.075268817204301,0.0775
Lorenzo Pasciuti,266,226,6,36.0,6,21.0,13.0,2,38.0,10.0,5,6.0,0,12093,0.62,-1.38,3.2258064516129035,0.10333333333333333
Lorenzo Pellegrini,2739,2349,51,384.0,80,284.0,91.0,6,581.0,72.0,42,57.0,0,102809,4.43,-1.57,1.3544018058690745,0.0868627450980392
Lorenzo Reyes,161,158,5,24.0,6,20.0,12.0,1,75.0,5.0,2,5.0,0,10069,0.13,-0.87,7.692307692307692,0.026000000000000002
Lorenzo Tonelli,1433,1140,23,240.0,30,117.0,39.0,9,133.0,57.0,39,52.0,0,46345,4.64,-4.36,1.9396551724137931,0.2017391304347826
Lorik Cana,2489,2231,48,423.0,77,286.0,90.0,5,442.0,86.0,70,76.0,2,96636,6.42,1.42,0.778816199376947,0.13375
Loris Nery,690,674,11,72.0,18,64.0,19.0,1,134.0,13.0,6,12.0,0,22139,0.67,-0.33,1.4925373134328357,0.06090909090909091
Lossemy Karaboue,5154,5064,105,948.0,157,567.0,212.0,2,1315.0,143.0,100,117.0,1,211365,5.44,3.44,0.3676470588235294,0.05180952380952381
Louis Poggi,648,701,13,144.0,18,79.0,26.0,0,144.0,19.0,19,14.0,0,26202,0.89,0.89,0.0,0.06846153846153846
Louis Saha,392,338,5,24.0,8,27.0,9.0,0,60.0,9.0,3,5.0,0,10065,0.37,0.37,0.0,0.074
Loukas Vyntra,777,728,15,168.0,21,106.0,30.0,2,79.0,33.0,26,36.0,0,30207,2.02,0.02,0.9900990099009901,0.13466666666666666
Luc Castaignos,1010,897,18,204.0,26,112.0,29.0,5,110.0,26.0,31,21.0,4,36266,4.03,-0.97,1.2406947890818858,0.22388888888888892
Luca Antei,836,760,13,132.0,18,80.0,23.0,1,106.0,29.0,20,26.0,0,26190,2.07,1.07,0.48309178743961356,0.15923076923076923
Luca Antonelli,3626,3158,71,564.0,95,376.0,125.0,11,594.0,136.0,73,99.0,0,143012,7.86,-3.14,1.3994910941475827,0.11070422535211268
Luca Antonini,1105,964,18,132.0,24,80.0,36.0,3,159.0,22.0,19,22.0,0,36224,2.07,-0.93,1.4492753623188408,0.11499999999999999
Luca Belingheri,280,261,3,12.0,4,6.0,9.0,0,36.0,3.0,1,3.0,0,6039,0.08,0.08,0.0,0.02666666666666667
Luca Bittante,150,121,3,36.0,5,16.0,6.0,0,48.0,3.0,5,3.0,0,6048,0.07,0.07,0.0,0.023333333333333334
Luca Caldirola,1550,1289,25,204.0,42,163.0,54.0,1,168.0,54.0,28,42.0,0,50367,4.22,3.22,0.23696682464454977,0.16879999999999998
Luca Ceccarelli,546,453,13,108.0,18,62.0,25.0,1,155.0,18.0,13,13.0,1,26152,0.8,-0.2,1.25,0.06153846153846154
Luca Ceppitelli,1325,1191,23,231.0,37,160.0,49.0,1,132.0,59.0,37,54.0,0,46343,3.86,2.86,0.2590673575129534,0.16782608695652174
Luca Cigarini,10417,9242,187,1164.0,264,966.0,400.0,7,2544.0,214.0,114,250.0,0,376559,10.03,3.03,0.6979062811565304,0.053636363636363635
Luca Di Matteo,113,90,1,12.0,1,2.0,3.0,0,9.0,1.0,1,1.0,0,2012,0.05,0.05,0.0,0.05
Luca Garritano,119,94,2,12.0,2,11.0,3.0,0,24.0,4.0,1,2.0,0,4027,0.07,0.07,0.0,0.035
Luca Marrone,1371,1194,20,108.0,26,118.0,42.0,2,204.0,28.0,15,31.0,0,40289,1.54,-0.46,1.2987012987012987,0.077
Luca Martinelli,39,45,1,12.0,1,11.0,1.0,0,3.0,3.0,2,1.0,0,2015,0.07,0.07,0.0,0.07
Luca Mazzitelli,707,528,12,84.0,21,78.0,24.0,0,152.0,15.0,8,20.0,0,24196,0.66,0.66,0.0,0.055
Luca Paganini,1512,1173,24,240.0,29,171.0,48.0,2,186.0,41.0,40,28.0,0,48373,2.83,0.83,0.7067137809187279,0.11791666666666667
Luca Rigoni,7628,6576,136,1284.0,184,809.0,259.0,22,1336.0,200.0,177,160.0,3,273935,16.12,-5.88,1.3647642679900744,0.11852941176470588
Luca Rizzo,1440,1333,25,240.0,36,117.0,56.0,1,254.0,40.0,23,27.0,0,50385,2.01,1.01,0.49751243781094534,0.08039999999999999
Luca Rossettini,3716,3213,61,663.0,94,398.0,110.0,9,458.0,144.0,98,118.0,0,122869,11.62,2.62,0.7745266781411361,0.1904918032786885
Luca Siligardi,4890,4302,85,744.0,120,462.0,177.0,7,1047.0,160.0,81,107.0,4,171230,5.83,-1.17,1.2006861063464838,0.06858823529411764
Luca Toni,18720,16809,350,3528.0,495,1959.0,631.0,56,2559.0,676.0,507,430.0,13,704956,57.99,1.99,0.9656837385756164,0.1656857142857143
Luca Valzania,95,95,3,12.0,4,10.0,8.0,0,41.0,4.0,1,4.0,0,6045,0.14,0.14,0.0,0.04666666666666667
Luca Waldschmidt,568,468,6,36.0,10,38.0,14.0,0,46.0,14.0,6,6.0,0,12093,0.73,0.73,0.0,0.12166666666666666
Lucas Barrios,3088,2937,63,564.0,95,330.0,110.0,15,447.0,102.0,87,76.0,0,126869,10.81,-4.19,1.3876040703052728,0.1715873015873016
Lucas Biglia,4105,3746,81,420.0,122,454.0,163.0,11,1125.0,97.0,37,127.0,0,163193,10.51,-0.49,1.0466222645099905,0.12975308641975308
Lucas Boye,810,653,14,168.0,21,101.0,24.0,0,134.0,20.0,16,19.0,0,28224,1.13,1.13,0.0,0.08071428571428571
Lucas Castro,8974,7680,162,1608.0,221,926.0,315.0,12,1544.0,243.0,205,209.0,3,326282,14.96,2.96,0.8021390374331551,0.09234567901234568
Lucas Deaux,2016,2053,39,312.0,62,239.0,68.0,1,399.0,55.0,37,55.0,1,78566,2.59,1.59,0.3861003861003861,0.06641025641025641
Lucas Digne,2628,2725,56,348.0,72,328.0,107.0,5,684.0,108.0,47,89.0,0,112780,3.49,-1.51,1.4326647564469912,0.062321428571428576
Lucas Evangelista,121,117,2,12.0,2,8.0,5.0,0,24.0,4.0,1,2.0,0,4030,0.07,0.07,0.0,0.035
Lucas Leiva,1701,1715,30,288.0,42,148.0,60.0,0,345.0,41.0,32,33.0,0,60438,3.21,3.21,0.0,0.107
Lucas Lima,494,506,12,36.0,17,69.0,21.0,1,160.0,24.0,4,16.0,0,24194,1.04,0.04,0.9615384615384615,0.08666666666666667
Lucas Mareque,800,763,14,147.0,22,71.0,26.0,2,197.0,26.0,15,15.0,0,28166,1.5,-0.5,1.3333333333333333,0.10714285714285714
Lucas Mendes,895,835,16,180.0,26,103.0,30.0,2,75.0,44.0,28,33.0,0,32207,1.67,-0.33,1.1976047904191618,0.104375
Lucas Moura,10598,11049,225,2208.0,326,1243.0,438.0,26,2188.0,306.0,268,243.0,3,453278,25.26,-0.74,1.0292953285827395,0.11226666666666667
Lucas Ocampos,6891,6443,124,1224.0,174,697.0,245.0,12,1222.0,173.0,137,144.0,3,249804,12.6,0.6,0.9523809523809524,0.10161290322580645
Lucas Orban,133,144,4,24.0,8,25.0,8.0,1,46.0,8.0,3,6.0,0,8056,0.69,-0.31,1.4492753623188408,0.1725
Lucas Perez,7459,7703,156,1356.0,220,890.0,284.0,25,1466.0,298.0,184,184.0,9,314399,22.63,-2.37,1.1047282368537341,0.14506410256410257
Lucas Piazon,1124,920,17,120.0,25,88.0,30.0,2,153.0,30.0,20,26.0,1,34237,3.23,1.23,0.6191950464396285,0.19
Lucas Pratto,780,680,11,108.0,17,56.0,20.0,1,117.0,18.0,13,11.0,0,22121,0.83,-0.17,1.2048192771084338,0.07545454545454545
Lucas Silva,764,766,15,144.0,20,97.0,32.0,0,209.0,15.0,13,23.0,0,30226,0.51,0.51,0.0,0.034
Lucas Souza,446,344,4,12.0,6,21.0,9.0,0,48.0,6.0,1,4.0,0,8056,0.15,0.15,0.0,0.0375
Lucas Torreira,508,436,9,48.0,13,61.0,21.0,0,99.0,9.0,6,14.0,0,18144,0.64,0.64,0.0,0.07111111111111111
Lucas Tousart,617,483,8,84.0,10,64.0,16.0,0,40.0,22.0,14,17.0,0,16130,0.84,0.84,0.0,0.105
Lucas Vazquez,3729,3597,67,528.0,89,366.0,124.0,7,641.0,93.0,58,83.0,1,135017,6.33,-0.67,1.1058451816745656,0.09447761194029851
Lucas Wilchez,38,28,1,12.0,1,5.0,1.0,0,3.0,2.0,1,1.0,0,2012,0.17,0.17,0.0,0.17
Lucho Gonzalez,1518,1289,25,168.0,36,149.0,50.0,2,251.0,41.0,19,33.0,0,50276,1.62,-0.38,1.2345679012345678,0.06480000000000001
Luciano,1869,1635,36,243.0,51,256.0,68.0,3,426.0,42.0,30,59.0,3,72431,5.52,2.52,0.5434782608695653,0.15333333333333332
Luciano Becchio,75,87,1,12.0,1,9.0,2.0,0,3.0,3.0,2,1.0,0,2014,0.07,0.07,0.0,0.07
Luciano Fabian Monzon,555,526,9,48.0,16,37.0,18.0,1,128.0,18.0,4,10.0,0,18099,0.94,-0.06,1.0638297872340425,0.10444444444444444
Luciano Neves,758,648,15,144.0,23,98.0,29.0,1,113.0,31.0,18,15.0,2,30242,2.09,1.09,0.47846889952153115,0.13933333333333334
Luciano Vietto,6884,6521,126,1272.0,178,688.0,247.0,18,1105.0,180.0,172,150.0,2,253902,17.08,-0.92,1.053864168618267,0.13555555555555554
Luciano Zauri,147,144,3,12.0,4,13.0,8.0,0,33.0,3.0,1,3.0,0,6038,0.23,0.23,0.0,0.07666666666666667
Lucio,1179,1036,17,120.0,22,90.0,37.0,0,166.0,30.0,13,24.0,0,34200,1.35,1.35,0.0,0.07941176470588236
Ludovic Baal,582,630,15,96.0,22,101.0,31.0,0,153.0,30.0,12,19.0,0,30225,0.94,0.94,0.0,0.06266666666666666
Ludovic Blas,1808,1767,31,288.0,50,157.0,57.0,1,363.0,60.0,31,32.0,0,62496,1.91,0.91,0.5235602094240838,0.06161290322580645
Ludovic Genest,94,96,3,24.0,6,24.0,6.0,1,29.0,5.0,5,5.0,0,6039,0.18,-0.82,5.555555555555555,0.06
Ludovic Giuly,746,712,13,132.0,16,75.0,27.0,1,129.0,17.0,14,13.0,0,26161,1.2,0.2,0.8333333333333334,0.0923076923076923
Ludovic Obraniak,7466,7196,156,1236.0,224,859.0,308.0,17,1828.0,296.0,136,200.0,3,313954,13.8,-3.2,1.2318840579710144,0.08846153846153847
Ludovic Sane,1160,1113,26,276.0,36,164.0,50.0,2,185.0,57.0,37,43.0,0,52303,2.41,0.41,0.8298755186721991,0.0926923076923077
Luigi Bruins,579,580,11,108.0,17,63.0,22.0,1,109.0,18.0,11,11.0,0,22147,0.84,-0.16,1.1904761904761905,0.07636363636363636
Luigi Giorgi,2173,1850,42,348.0,61,201.0,84.0,5,447.0,72.0,46,45.0,0,84541,3.28,-1.72,1.524390243902439,0.07809523809523809
Luigi Sepe,37,45,1,15.0,2,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Luis Advincula,25,18,1,0.0,2,6.0,2.0,0,15.0,1.0,0,3.0,0,2013,0.04,0.04,0.0,0.04
Luis Alberto,4846,5063,109,1032.0,156,615.0,216.0,8,1119.0,123.0,108,123.0,3,219652,10.68,2.68,0.7490636704119851,0.09798165137614678
Luis Antonio Valencia,569,621,13,132.0,15,55.0,24.0,1,134.0,15.0,16,15.0,1,26178,1.34,0.34,0.7462686567164178,0.10307692307692308
Luis Farina,615,592,14,96.0,18,62.0,27.0,1,146.0,15.0,8,17.0,0,28202,1.02,0.02,0.9803921568627451,0.07285714285714286
Luis Garcia,2749,2353,40,276.0,55,258.0,70.0,4,377.0,60.0,52,58.0,0,80457,4.3,0.3,0.9302325581395349,0.1075
Luis Hernandez,506,497,10,75.0,15,55.0,17.0,1,77.0,20.0,10,16.0,0,20153,1.95,0.95,0.5128205128205129,0.195
Luis Moran,87,79,1,12.0,1,9.0,2.0,0,11.0,3.0,2,2.0,0,2011,0.04,0.04,0.0,0.04
Luis Muriel,15992,14199,303,2808.0,457,1697.0,590.0,38,3104.0,404.0,348,353.0,15,610301,31.86,-6.14,1.1927181418706843,0.10514851485148514
Luis Neto,82,94,2,24.0,3,7.0,4.0,0,18.0,4.0,3,4.0,0,4025,0.14,0.14,0.0,0.07
Luis Pedro Cavanda,240,239,5,36.0,5,36.0,8.0,1,49.0,8.0,8,5.0,0,10069,0.49,-0.51,2.0408163265306123,0.098
Luis Suarez,20780,20723,433,3864.0,640,2540.0,755.0,96,3818.0,619.0,537,567.0,12,872387,64.24,-31.76,1.4943960149439603,0.14836027713625866
Luisinho,1102,1046,20,180.0,32,127.0,45.0,0,254.0,32.0,21,24.0,1,40306,0.99,0.99,0.0,0.0495
Luiz Adriano,1644,1459,29,240.0,40,168.0,58.0,4,226.0,49.0,37,39.0,2,58445,4.29,0.29,0.9324009324009324,0.14793103448275863
Luiz Gustavo,7271,6696,126,1155.0,188,718.0,264.0,13,1558.0,245.0,112,157.0,2,253749,13.11,0.11,0.9916094584286804,0.10404761904761904
Luka Djordjevic,217,189,3,24.0,6,11.0,3.0,0,18.0,3.0,5,3.0,0,6045,0.76,0.76,0.0,0.25333333333333335
Luka Krajnc,143,121,4,48.0,4,19.0,9.0,0,25.0,10.0,8,8.0,0,8060,0.6,0.6,0.0,0.15
Luka Modric,7158,6468,129,1116.0,183,660.0,264.0,8,1565.0,167.0,101,143.0,1,259824,8.04,0.04,0.9950248756218907,0.06232558139534883
Lukas Frode,114,90,1,12.0,2,13.0,1.0,0,3.0,3.0,1,1.0,0,2016,0.1,0.1,0.0,0.1
Lukas Gortler,105,73,1,12.0,2,5.0,1.0,0,9.0,2.0,1,1.0,0,2015,0.05,0.05,0.0,0.05
Lukas Hinterseer,2875,2460,47,408.0,66,241.0,90.0,9,413.0,67.0,51,58.0,3,94737,9.63,0.63,0.9345794392523363,0.20489361702127662
Lukas Jutkiewicz,1542,1729,36,336.0,48,212.0,70.0,0,316.0,76.0,45,36.0,0,72509,2.41,2.41,0.0,0.06694444444444445
Lukas Klostermann,64,57,1,12.0,1,8.0,2.0,0,15.0,1.0,1,1.0,0,2016,0.03,0.03,0.0,0.03
Lukas Klunter,88,88,1,12.0,2,9.0,2.0,0,3.0,3.0,2,3.0,0,2016,0.11,0.11,0.0,0.11
Lukas Kubler,23,28,1,12.0,1,13.0,2.0,0,12.0,3.0,2,3.0,0,2016,0.15,0.15,0.0,0.15
Lukas Podolski,8445,7840,148,1320.0,215,828.0,285.0,22,1508.0,302.0,154,182.0,4,297907,15.23,-6.77,1.4445173998686802,0.10290540540540541
Lukas Rupp,5589,5052,100,900.0,142,574.0,207.0,9,1048.0,136.0,110,119.0,4,201492,10.96,1.96,0.8211678832116788,0.1096
Lukas Schmitz,1481,1208,24,132.0,35,123.0,57.0,0,261.0,45.0,16,29.0,0,48289,1.6,1.6,0.0,0.06666666666666667
Lukasz Fabianski,88,95,1,12.0,2,9.0,2.0,0,3.0,3.0,2,3.0,0,2016,0.11,0.11,0.0,0.11
Lukasz Piszczek,5532,5034,107,828.0,164,599.0,219.0,13,1059.0,186.0,97,151.0,1,215429,9.58,-3.42,1.3569937369519833,0.08953271028037384
Lukasz Skorupski,142,90,1,12.0,1,2.0,3.0,0,3.0,2.0,2,1.0,0,2016,0.12,0.12,0.0,0.12
Luke Garbutt,88,90,1,0.0,2,13.0,1.0,0,15.0,2.0,0,1.0,0,2015,0.02,0.02,0.0,0.02
Luke Shaw,1197,1366,28,264.0,47,132.0,54.0,0,338.0,54.0,24,33.0,1,56392,1.43,1.43,0.0,0.051071428571428566
Luna,225,194,8,60.0,15,64.0,13.0,1,62.0,13.0,13,10.0,0,16096,1.49,0.49,0.6711409395973155,0.18625
Luque,140,139,2,12.0,4,7.0,4.0,0,24.0,2.0,1,2.0,0,4030,0.08,0.08,0.0,0.04
Luso,1026,1010,19,216.0,28,134.0,38.0,1,164.0,34.0,26,29.0,0,38280,1.87,0.87,0.53475935828877,0.09842105263157895
Luuk De Jong,2525,2440,49,528.0,73,297.0,86.0,6,403.0,94.0,70,59.0,1,98643,5.71,-0.29,1.0507880910683012,0.11653061224489795
Lyes Houri,85,90,1,0.0,1,9.0,2.0,0,15.0,1.0,0,3.0,0,2015,0.04,0.04,0.0,0.04
Lynden Gooch,257,224,3,24.0,4,6.0,9.0,0,21.0,5.0,2,3.0,0,6048,0.37,0.37,0.0,0.12333333333333334
Lynel Kitambala,768,747,18,168.0,26,119.0,29.0,0,157.0,30.0,28,20.0,0,36202,1.4,1.4,0.0,0.07777777777777778
Lys Mousset,238,183,2,24.0,3,16.0,4.0,0,6.0,6.0,4,4.0,0,4032,0.18,0.18,0.0,0.09
Maarten Stekelenburg,17,21,1,15.0,2,0.0,1.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
Maciej Rybus,723,553,12,96.0,21,63.0,28.0,0,132.0,20.0,10,20.0,0,24192,0.66,0.66,0.0,0.055
Mads Albaek,1620,1611,32,252.0,50,211.0,60.0,2,414.0,63.0,26,44.0,0,64432,1.55,-0.45,1.2903225806451613,0.0484375
Magaye Gueye,211,212,5,36.0,6,28.0,10.0,0,57.0,11.0,5,7.0,0,10065,0.2,0.2,0.0,0.04
Magnus Wolff Eikrem,321,339,6,48.0,7,15.0,16.0,0,72.0,7.0,4,6.0,0,12084,0.33,0.33,0.0,0.055
