player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Daniel Braaten,2750,2227,36,348.0,50,181.0,78.0,3,326.0,65.0,49,43.0,0,72431,3.82,0.82,0.7853403141361257,0.1061111111111111
Daniel Brinkmann,672,588,11,108.0,22,65.0,25.0,0,157.0,14.0,9,11.0,1,22123,0.54,0.54,0.0,0.049090909090909095
Daniel Brosinski,3032,2677,49,276.0,79,308.0,90.0,1,701.0,58.0,26,70.0,1,98746,2.83,1.83,0.35335689045936397,0.057755102040816325
Daniel Bruckner,454,353,8,36.0,10,36.0,21.0,0,114.0,15.0,3,13.0,0,16115,0.28,0.28,0.0,0.035
Daniel Caligiuri,13573,12050,229,2256.0,349,1231.0,464.0,20,2275.0,344.0,238,244.0,9,461131,23.45,3.45,0.8528784648187634,0.10240174672489083
Daniel Candeias,268,282,6,48.0,9,40.0,11.0,0,84.0,7.0,4,6.0,0,12090,0.18,0.18,0.0,0.03
Daniel Carrico,1973,1789,38,324.0,60,239.0,67.0,4,334.0,75.0,46,67.0,0,76550,4.2,0.2,0.9523809523809523,0.1105263157894737
Daniel Carvajal,1765,1642,32,240.0,49,165.0,60.0,3,349.0,43.0,23,36.0,0,64448,2.1,-0.9,1.4285714285714286,0.065625
Daniel Ciofani,4049,3200,70,684.0,99,427.0,138.0,9,578.0,130.0,97,81.0,1,141093,7.85,-1.15,1.1464968152866242,0.11214285714285714
Daniel Congre,2965,2888,55,468.0,74,370.0,103.0,5,340.0,126.0,68,118.0,0,110747,7.34,2.34,0.6811989100817439,0.13345454545454546
Daniel Didavi,9734,8463,196,1536.0,274,1031.0,363.0,27,2264.0,390.0,179,272.0,6,394789,19.31,-7.69,1.3982392542723978,0.0985204081632653
Daniel Drinkwater,3562,3944,75,588.0,114,429.0,159.0,3,964.0,102.0,61,93.0,1,151153,3.97,0.97,0.7556675062972292,0.05293333333333334
Daniel Estrada,946,833,18,156.0,25,76.0,35.0,2,222.0,26.0,15,22.0,0,36215,0.78,-1.22,2.564102564102564,0.043333333333333335
Daniel Fox,79,73,1,12.0,1,2.0,3.0,0,15.0,1.0,3,1.0,0,2013,0.02,0.02,0.0,0.02
Daniel Gabbidon,69,82,3,27.0,4,8.0,5.0,1,39.0,4.0,3,3.0,0,6040,1.14,0.14,0.8771929824561404,0.37999999999999995
Daniel Ginczek,4428,3842,79,804.0,111,413.0,144.0,12,550.0,120.0,94,82.0,5,159136,11.54,-0.46,1.0398613518197575,0.1460759493670886
Daniel Guiza,1767,1588,31,348.0,39,186.0,47.0,2,248.0,44.0,61,33.0,0,62359,3.82,1.82,0.5235602094240838,0.1232258064516129
Daniel Halfar,1536,1649,29,207.0,44,151.0,56.0,1,388.0,49.0,20,36.0,0,58419,2.08,1.08,0.4807692307692307,0.07172413793103448
Daniel Jensen,349,302,4,24.0,5,35.0,8.0,0,56.0,5.0,2,8.0,0,8048,0.16,0.16,0.0,0.04
Daniel Larsson,2048,2007,42,384.0,61,220.0,77.0,3,390.0,56.0,47,45.0,1,84564,3.76,0.76,0.797872340425532,0.08952380952380952
Daniel Niculae,3749,3313,63,624.0,92,375.0,115.0,6,658.0,105.0,85,69.0,3,126731,4.92,-1.08,1.2195121951219512,0.07809523809523809
Daniel Opare,91,79,1,12.0,2,2.0,3.0,0,8.0,1.0,1,1.0,0,2016,0.06,0.06,0.0,0.06
Daniel Parejo,9770,8700,180,816.0,275,1002.0,335.0,27,2165.0,216.0,101,311.0,2,362609,25.72,-1.28,1.0497667185069985,0.14288888888888887
Daniel Pavlovic,649,513,13,36.0,21,63.0,32.0,0,193.0,26.0,3,25.0,0,26204,0.24,0.24,0.0,0.01846153846153846
Daniel Pudil,297,294,7,36.0,9,36.0,16.0,1,90.0,13.0,5,10.0,1,14084,0.4,-0.6,2.5,0.05714285714285715
Daniel Royer,42,43,1,0.0,2,2.0,3.0,0,15.0,2.0,0,1.0,0,2012,0.02,0.02,0.0,0.02
Daniel Schwaab,2084,1963,40,351.0,49,250.0,75.0,2,384.0,71.0,45,71.0,0,80566,5.07,3.07,0.3944773175542406,0.12675
Daniel Sturridge,8900,9384,196,2004.0,292,1154.0,349.0,31,1891.0,369.0,254,222.0,7,394890,23.94,-7.06,1.294903926482874,0.12214285714285715
Daniel Torres,169,135,6,12.0,9,27.0,12.0,0,23.0,8.0,2,7.0,0,12096,0.96,0.96,0.0,0.16
Daniel Tozser,721,641,14,120.0,19,59.0,30.0,0,199.0,27.0,10,19.0,0,28170,0.49,0.49,0.0,0.034999999999999996
Daniel Van Buyten,1545,1443,33,348.0,43,176.0,63.0,5,243.0,69.0,48,56.0,0,66399,3.55,-1.45,1.4084507042253522,0.10757575757575757
Daniel Wass,12661,12379,253,1818.0,359,1517.0,489.0,29,3110.0,317.0,206,365.0,2,509537,27.73,-1.27,1.0457987738910928,0.10960474308300396
Daniel Williams,656,598,15,144.0,20,100.0,27.0,1,193.0,18.0,15,18.0,1,30182,1.1,0.1,0.9090909090909091,0.07333333333333333
Daniele Bartolini,73,72,1,12.0,2,9.0,2.0,0,16.0,1.0,1,1.0,0,2014,0.02,0.02,0.0,0.02
Daniele Baselli,5541,4967,103,840.0,156,531.0,215.0,10,1146.0,128.0,93,121.0,0,207548,7.37,-2.63,1.3568521031207599,0.07155339805825243
Daniele Bonera,683,638,14,84.0,22,77.0,27.0,0,112.0,24.0,10,22.0,0,28195,1.78,1.78,0.0,0.12714285714285714
Daniele Cacia,890,788,11,132.0,18,31.0,23.0,0,82.0,18.0,25,11.0,0,22146,1.39,1.39,0.0,0.12636363636363634
Daniele Capelli,452,384,6,75.0,12,38.0,11.0,1,39.0,10.0,9,14.0,0,12082,1.71,0.71,0.5847953216374269,0.285
Daniele Conti,10716,9088,188,1680.0,254,984.0,406.0,12,2311.0,243.0,182,289.0,0,378399,16.1,4.1,0.7453416149068323,0.08563829787234044
Daniele Corvia,1572,1376,22,216.0,35,139.0,37.0,2,160.0,42.0,36,25.0,1,44248,3.39,1.39,0.5899705014749262,0.15409090909090908
Daniele Croce,2108,1840,34,264.0,51,163.0,74.0,1,432.0,40.0,26,35.0,0,68517,2.1,1.1,0.47619047619047616,0.061764705882352944
Daniele De Rossi,5636,4980,113,1044.0,155,660.0,225.0,8,1281.0,192.0,129,162.0,1,227511,9.76,1.76,0.819672131147541,0.0863716814159292
Daniele Dessena,4756,4078,86,720.0,131,418.0,173.0,7,953.0,127.0,86,98.0,1,173170,7.83,0.83,0.8939974457215837,0.09104651162790697
Daniele Galloppa,2821,2451,48,360.0,69,275.0,105.0,2,647.0,98.0,39,60.0,0,96588,3.44,1.44,0.5813953488372093,0.07166666666666667
Daniele Gastaldello,2593,2342,48,432.0,66,310.0,93.0,6,307.0,119.0,66,95.0,0,96657,5.2,-0.8,1.1538461538461537,0.10833333333333334
Daniele Mannini,964,915,19,156.0,25,128.0,39.0,0,232.0,25.0,18,20.0,0,38215,0.94,0.94,0.0,0.049473684210526316
Daniele Padelli,45,58,2,30.0,3,0.0,0.0,2,38.0,2.0,0,2.0,0,4030,1.99,-0.01,1.0050251256281406,0.995
Daniele Paponi,239,174,2,24.0,4,5.0,4.0,0,6.0,3.0,4,2.0,0,4028,0.31,0.31,0.0,0.155
Daniele Portanova,1450,1172,21,216.0,34,104.0,42.0,5,89.0,54.0,39,37.0,0,42253,2.41,-2.59,2.0746887966804977,0.11476190476190477
Daniele Rugani,1443,1306,32,327.0,46,165.0,57.0,6,198.0,75.0,49,62.0,0,64477,6.24,0.24,0.9615384615384615,0.195
Daniele Verde,1562,1382,20,192.0,33,115.0,39.0,0,239.0,36.0,19,20.0,0,40300,1.29,1.29,0.0,0.0645
Danijel Aleksic,115,121,2,0.0,2,15.0,4.0,0,26.0,3.0,0,2.0,0,4024,0.08,0.08,0.0,0.04
Danijel Pranjic,299,270,6,12.0,10,27.0,14.0,0,90.0,12.0,1,9.0,0,12077,0.13,0.13,0.0,0.021666666666666667
Danilo,6003,5519,115,1164.0,163,721.0,217.0,11,1073.0,224.0,154,179.0,2,231650,11.63,0.63,0.9458297506448838,0.1011304347826087
Danilo Avelar,4586,3924,77,507.0,108,444.0,155.0,5,964.0,153.0,48,129.0,0,155060,8.5,3.5,0.5882352941176471,0.11038961038961038
Danilo Cataldi,3435,3100,53,387.0,76,294.0,105.0,3,700.0,69.0,37,64.0,0,106822,3.82,0.82,0.7853403141361257,0.07207547169811321
Danilo Dambrosio,3949,3509,71,660.0,103,373.0,153.0,6,616.0,131.0,92,97.0,0,143016,7.26,1.26,0.8264462809917356,0.10225352112676056
Danilo Pereira,84,82,1,0.0,2,10.0,2.0,0,15.0,2.0,0,1.0,0,2012,0.02,0.02,0.0,0.02
Danilo Soares,99,90,1,12.0,1,9.0,2.0,0,15.0,2.0,3,1.0,0,2015,0.02,0.02,0.0,0.02
Danilo Soddimo,2381,1956,45,408.0,66,247.0,92.0,1,567.0,60.0,49,52.0,0,90684,1.78,0.78,0.5617977528089888,0.03955555555555556
Danny Blum,226,228,4,48.0,5,16.0,9.0,0,47.0,7.0,6,4.0,0,8064,0.26,0.26,0.0,0.065
Danny Da Costa,418,408,6,48.0,8,38.0,12.0,0,70.0,10.0,5,8.0,0,12092,0.28,0.28,0.0,0.04666666666666667
Danny Graham,916,993,22,240.0,31,113.0,40.0,2,147.0,40.0,30,22.0,0,44315,2.54,0.54,0.7874015748031495,0.11545454545454546
Danny Ings,3918,4388,108,1080.0,154,675.0,211.0,13,938.0,174.0,147,117.0,3,217571,12.27,-0.73,1.0594947025264874,0.11361111111111111
Danny Latza,1861,1629,36,228.0,49,249.0,61.0,3,459.0,49.0,20,44.0,1,72565,1.85,-1.15,1.6216216216216215,0.051388888888888894
Danny Rose,4078,4121,86,672.0,119,521.0,175.0,7,991.0,158.0,67,103.0,0,173315,4.48,-2.52,1.5624999999999998,0.052093023255813956
Danny Simpson,706,727,11,48.0,19,53.0,24.0,0,135.0,14.0,6,11.0,0,22170,0.62,0.62,0.0,0.056363636363636366
Danny Welbeck,5285,5658,115,1164.0,167,666.0,211.0,15,829.0,175.0,174,129.0,1,231649,16.01,1.01,0.9369144284821985,0.13921739130434785
Dante,3724,3413,71,816.0,104,444.0,143.0,4,334.0,200.0,125,150.0,0,142949,8.17,4.17,0.48959608323133413,0.11507042253521127
Dany Nounkeu,170,160,4,48.0,6,15.0,8.0,1,25.0,10.0,7,9.0,0,8060,0.73,-0.27,1.36986301369863,0.1825
Dario Cvitanich,5471,5201,116,1008.0,157,689.0,199.0,30,1081.0,163.0,134,138.0,1,233502,21.59,-8.41,1.3895321908290876,0.18612068965517242
Dario Dainelli,1641,1448,32,279.0,47,134.0,65.0,4,220.0,70.0,40,52.0,0,64427,4.96,0.96,0.8064516129032259,0.155
Dario Lezcano,2727,2207,49,396.0,68,264.0,95.0,5,382.0,84.0,52,67.0,1,98785,5.83,0.83,0.8576329331046312,0.11897959183673469
Dario Zuparic,162,154,2,0.0,4,8.0,5.0,0,18.0,2.0,0,2.0,0,4033,0.2,0.2,0.0,0.1
Dariusz Dudka,1801,1680,30,48.0,43,189.0,53.0,2,461.0,32.0,4,66.0,0,60345,2.25,0.25,0.8888888888888888,0.075
Darko Brasanac,45,44,2,24.0,3,10.0,5.0,0,14.0,2.0,5,2.0,0,4032,0.41,0.41,0.0,0.205
Darko Lazovic,2135,1732,31,264.0,49,189.0,64.0,1,367.0,36.0,29,36.0,0,62486,2.01,1.01,0.49751243781094534,0.06483870967741935
Darnell Furlong,15,18,1,12.0,2,13.0,1.0,0,11.0,3.0,2,1.0,0,2015,0.02,0.02,0.0,0.02
Darren Bent,1163,1294,19,144.0,28,114.0,34.0,2,140.0,32.0,17,21.0,0,38260,2.71,0.71,0.7380073800738007,0.14263157894736841
Darren Fletcher,2070,2309,48,372.0,67,242.0,106.0,4,432.0,71.0,45,67.0,0,96737,5.67,1.67,0.7054673721340388,0.118125
Darren Randolph,89,90,1,12.0,2,8.0,2.0,0,10.0,3.0,2,2.0,0,2016,0.19,0.19,0.0,0.19
Darron Gibson,620,738,12,84.0,21,83.0,24.0,0,168.0,14.0,7,14.0,0,24178,0.47,0.47,0.0,0.03916666666666666
Darwin Machis,1398,1291,29,288.0,37,155.0,59.0,0,278.0,50.0,38,37.0,0,58459,2.88,2.88,0.0,0.0993103448275862
Daryl Janmaat,2891,3103,63,516.0,91,327.0,131.0,4,756.0,91.0,48,74.0,1,126947,3.94,-0.06,1.015228426395939,0.06253968253968253
David Abraham,2657,2114,44,396.0,62,300.0,87.0,2,325.0,95.0,63,92.0,0,88636,5.59,3.59,0.35778175313059035,0.12704545454545454
David Alaba,7972,7631,147,864.0,223,890.0,296.0,9,1909.0,286.0,84,253.0,0,296042,11.15,2.15,0.8071748878923767,0.07585034013605442
David Albelda,544,530,11,48.0,19,71.0,23.0,0,143.0,13.0,4,13.0,0,22134,0.59,0.59,0.0,0.053636363636363635
David Barral,12826,11528,231,2124.0,341,1272.0,460.0,26,2039.0,391.0,271,305.0,6,465102,31.88,5.88,0.8155583437892095,0.138008658008658
David Beckham,282,268,3,12.0,6,18.0,7.0,0,33.0,3.0,1,6.0,1,6039,0.57,0.57,0.0,0.18999999999999997
David Bellion,1771,1609,33,276.0,47,150.0,61.0,1,332.0,46.0,33,35.0,0,66402,3.26,2.26,0.3067484662576687,0.09878787878787879
David Concha,189,172,2,24.0,4,4.0,6.0,0,26.0,4.0,2,2.0,0,4032,0.08,0.08,0.0,0.04
David Cortes,149,139,4,39.0,7,20.0,7.0,1,64.0,4.0,2,4.0,0,8048,1.08,0.08,0.9259259259259258,0.27
David Costas,134,131,3,36.0,3,20.0,6.0,0,33.0,7.0,5,7.0,0,6039,0.55,0.55,0.0,0.18333333333333335
David De Gea,95,85,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
David Di Michele,4729,4250,93,816.0,124,545.0,171.0,12,966.0,135.0,107,114.0,3,187091,13.84,1.84,0.8670520231213873,0.14881720430107526
David Ducourtioux,4580,4337,98,672.0,148,552.0,215.0,1,1237.0,118.0,70,108.0,1,197307,5.12,4.12,0.1953125,0.052244897959183675
David Garcia,1090,1009,21,216.0,33,154.0,37.0,4,133.0,46.0,31,37.0,0,42336,2.99,-1.01,1.3377926421404682,0.14238095238095239
David Goldar,97,79,1,12.0,2,2.0,3.0,0,3.0,3.0,2,1.0,0,2016,0.07,0.07,0.0,0.07
David Hellebuyck,941,824,17,132.0,21,81.0,40.0,1,194.0,31.0,15,24.0,1,34189,1.2,0.2,0.8333333333333334,0.07058823529411765
David Ivan,338,309,5,36.0,7,26.0,12.0,1,71.0,6.0,3,6.0,0,10078,0.19,-0.81,5.2631578947368425,0.038
David Jarolim,494,408,7,48.0,11,36.0,18.0,0,105.0,7.0,5,13.0,0,14083,0.22,0.22,0.0,0.03142857142857143
David Jones,777,849,21,108.0,29,83.0,50.0,0,243.0,40.0,9,24.0,0,42303,1.36,1.36,0.0,0.06476190476190477
David Junca,438,485,10,60.0,14,58.0,24.0,0,125.0,19.0,6,13.0,0,20158,0.48,0.48,0.0,0.048
David Lopez,5029,4691,99,768.0,144,591.0,190.0,7,1030.0,154.0,105,141.0,1,199399,10.23,3.23,0.6842619745845552,0.10333333333333333
David Luiz,4316,4569,92,528.0,134,554.0,185.0,3,1088.0,150.0,75,169.0,0,185366,7.64,4.64,0.39267015706806285,0.08304347826086957
David Marshall,47,45,1,15.0,2,5.0,1.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
David Mateos,374,351,5,60.0,8,23.0,11.0,0,39.0,10.0,8,7.0,0,10057,0.36,0.36,0.0,0.072
David Meyler,1519,1632,36,288.0,53,200.0,76.0,4,381.0,58.0,37,45.0,0,72523,2.44,-1.56,1.639344262295082,0.06777777777777777
David Navarro,2074,1923,41,399.0,54,293.0,76.0,3,242.0,100.0,58,83.0,0,82563,7.65,4.65,0.39215686274509803,0.18658536585365854
David Ngog,3142,3005,63,612.0,93,401.0,110.0,10,427.0,107.0,87,77.0,0,126935,9.37,-0.63,1.0672358591248667,0.1487301587301587
David Nugent,1805,1906,39,348.0,61,200.0,83.0,5,438.0,54.0,52,46.0,4,78568,6.21,1.21,0.8051529790660226,0.15923076923076923
David Oberhauser,100,80,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2012,0.99,-0.01,1.0101010101010102,0.99
David Pizarro,4477,3965,73,552.0,100,375.0,163.0,4,1026.0,78.0,46,84.0,0,146989,5.6,1.6,0.7142857142857143,0.07671232876712328
David Ramirez,160,171,2,12.0,3,7.0,4.0,0,18.0,2.0,1,2.0,0,4030,0.2,0.2,0.0,0.1
David Rodriguez,214,223,4,48.0,8,27.0,7.0,0,18.0,7.0,9,8.0,1,8052,1.11,1.11,0.0,0.2775
David Rozehnal,1004,910,21,183.0,31,129.0,40.0,2,161.0,42.0,28,40.0,0,42273,3.19,1.19,0.6269592476489029,0.1519047619047619
David Sauget,953,857,18,108.0,26,107.0,37.0,0,261.0,21.0,9,23.0,0,36213,0.58,0.58,0.0,0.03222222222222222
David Silva,7057,7617,164,1572.0,236,834.0,344.0,20,1645.0,313.0,154,197.0,2,330419,17.24,-2.76,1.160092807424594,0.10512195121951219
David Simon,744,750,14,159.0,23,72.0,21.0,2,109.0,22.0,25,19.0,0,28216,2.82,0.82,0.7092198581560284,0.20142857142857143
David Stockdale,42,50,1,15.0,2,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
David Suazo,300,239,3,24.0,3,22.0,5.0,0,21.0,3.0,2,3.0,0,6035,0.38,0.38,0.0,0.12666666666666668
David Timor,3459,3014,61,375.0,94,337.0,124.0,3,884.0,122.0,39,76.0,0,122787,3.53,0.53,0.8498583569405099,0.05786885245901639
David Villa,7076,7140,152,1476.0,203,840.0,261.0,28,1146.0,237.0,208,176.0,8,305934,23.94,-4.06,1.1695906432748537,0.1575
David Zurutuza,5069,4510,95,900.0,141,517.0,177.0,12,939.0,156.0,108,103.0,2,191300,7.53,-4.47,1.593625498007968,0.07926315789473684
Davide Astori,4725,4070,75,777.0,112,484.0,146.0,6,518.0,178.0,115,152.0,0,151025,11.48,5.48,0.5226480836236934,0.15306666666666668
Davide Biondini,2344,2051,54,444.0,76,308.0,114.0,3,645.0,73.0,54,67.0,0,108709,3.87,0.87,0.7751937984496123,0.07166666666666667
Davide Biraschi,119,90,1,12.0,1,6.0,2.0,0,15.0,1.0,1,1.0,0,2016,0.03,0.03,0.0,0.03
Davide Brivio,3837,3526,65,498.0,93,354.0,135.0,7,893.0,127.0,54,95.0,0,130856,7.67,0.67,0.9126466753585398,0.118
Davide Calabria,447,381,7,48.0,13,40.0,17.0,0,93.0,8.0,4,9.0,0,14115,0.26,0.26,0.0,0.037142857142857144
Davide Di Gennaro,532,459,14,108.0,17,74.0,21.0,2,162.0,29.0,12,17.0,0,28224,0.73,-1.27,2.73972602739726,0.052142857142857144
Davide Gavazzi,117,115,4,24.0,7,19.0,10.0,0,60.0,5.0,2,4.0,0,8052,0.1,0.1,0.0,0.025
Davide Lanzafame,466,370,6,48.0,12,29.0,12.0,1,56.0,10.0,6,9.0,0,12069,1.02,0.02,0.9803921568627451,0.17
Davide Mandelli,278,228,4,36.0,6,17.0,9.0,0,24.0,8.0,6,6.0,0,8044,0.34,0.34,0.0,0.085
Davide Moro,70,81,1,12.0,1,6.0,2.0,0,15.0,1.0,1,1.0,0,2014,0.03,0.03,0.0,0.03
Davide Moscardelli,6028,5258,80,672.0,119,511.0,144.0,6,876.0,157.0,85,108.0,2,160985,5.9,-0.1,1.0169491525423728,0.07375000000000001
Davide Santon,1492,1490,33,216.0,50,155.0,67.0,0,478.0,34.0,18,44.0,0,66465,1.0,1.0,0.0,0.030303030303030304
Davide Succi,329,279,6,60.0,8,45.0,8.0,2,52.0,8.0,9,6.0,0,12088,1.03,-0.97,1.941747572815534,0.17166666666666666
Davide Zappacosta,3052,2624,57,528.0,90,317.0,117.0,4,718.0,83.0,55,74.0,0,114880,3.09,-0.91,1.2944983818770228,0.05421052631578947
Davie Selke,3547,2875,55,564.0,74,296.0,86.0,11,441.0,89.0,73,64.0,7,110812,8.66,-2.34,1.2702078521939955,0.15745454545454546
De Las Cuevas,4466,3910,83,804.0,125,510.0,163.0,4,1019.0,104.0,82,89.0,3,167036,6.9,2.9,0.5797101449275363,0.08313253012048193
De Marcos,553,564,15,132.0,24,103.0,28.0,2,164.0,20.0,14,20.0,0,30236,0.9,-1.1,2.2222222222222223,0.060000000000000005
Dean Hammond,438,401,6,24.0,8,39.0,14.0,0,66.0,8.0,3,8.0,0,12086,0.45,0.45,0.0,0.075
Dean Marney,781,884,21,168.0,29,130.0,41.0,1,279.0,28.0,16,26.0,0,42321,0.9,-0.1,1.1111111111111112,0.04285714285714286
Dean Moxey,208,232,4,48.0,4,19.0,8.0,0,60.0,8.0,4,4.0,0,8053,0.1,0.1,0.0,0.025
Deandre Yedlin,159,199,4,36.0,5,30.0,7.0,0,51.0,6.0,7,4.0,0,8062,0.52,0.52,0.0,0.13
Declan John,296,302,5,48.0,7,30.0,8.0,0,63.0,8.0,4,5.0,0,10068,0.18,0.18,0.0,0.036
Dedryck Boyata,4,7,1,12.0,1,2.0,3.0,0,3.0,3.0,2,1.0,0,2013,0.07,0.07,0.0,0.07
Deivid,424,366,8,63.0,12,42.0,17.0,1,86.0,14.0,8,12.0,0,16115,1.87,0.87,0.53475935828877,0.23375
Dejan Drazic,135,86,1,12.0,1,6.0,2.0,0,11.0,1.0,1,1.0,0,2015,0.06,0.06,0.0,0.06
Dejan Lazarevic,2117,1756,28,264.0,42,160.0,63.0,2,340.0,33.0,25,33.0,1,56395,2.56,0.56,0.78125,0.09142857142857143
Dejan Lekic,1645,1339,24,228.0,32,135.0,43.0,4,161.0,48.0,35,27.0,0,48293,2.72,-1.28,1.4705882352941175,0.11333333333333334
Dejan Lovren,3816,4044,88,876.0,126,510.0,175.0,6,646.0,198.0,135,167.0,0,177259,10.56,4.56,0.5681818181818181,0.12000000000000001
Dejan Stankovic,2018,1863,34,336.0,55,168.0,72.0,0,464.0,41.0,36,37.0,0,68395,1.3,1.3,0.0,0.03823529411764706
Dele Alli,5811,5768,125,1152.0,187,634.0,243.0,21,1277.0,162.0,120,133.0,2,251980,13.04,-7.96,1.6104294478527608,0.10432
Delvin Ndinga,646,647,13,96.0,17,91.0,21.0,1,129.0,20.0,16,17.0,0,26151,0.94,-0.06,1.0638297872340425,0.07230769230769231
Demarai Gray,884,929,21,180.0,35,131.0,42.0,1,286.0,21.0,21,21.0,1,42342,0.95,-0.05,1.0526315789473684,0.04523809523809524
Demba Ba,2106,2005,30,252.0,47,155.0,58.0,5,272.0,44.0,27,33.0,0,60409,3.66,-1.34,1.366120218579235,0.12200000000000001
Deme Ndiaye,394,414,6,48.0,10,39.0,9.0,0,36.0,13.0,6,7.0,0,12084,0.64,0.64,0.0,0.10666666666666667
Denis Bouanga,121,160,7,24.0,14,22.0,17.0,1,71.0,9.0,2,7.0,0,14105,0.39,-0.61,2.564102564102564,0.055714285714285716
Denis Cheryshev,4422,3971,75,648.0,108,432.0,142.0,7,734.0,139.0,80,88.0,1,151110,6.2,-0.8,1.129032258064516,0.08266666666666667
Denis Streker,96,76,1,12.0,1,5.0,1.0,0,15.0,1.0,1,1.0,0,2012,0.03,0.03,0.0,0.03
Denis Suarez,4525,4303,75,660.0,110,410.0,139.0,7,747.0,93.0,67,81.0,3,151146,7.81,0.81,0.8962868117797695,0.10413333333333333
Denis Tonucci,158,149,3,36.0,4,18.0,5.0,0,9.0,5.0,5,7.0,0,6040,0.54,0.54,0.0,0.18000000000000002
Deniz Dogan,807,678,14,84.0,18,79.0,28.0,0,157.0,32.0,13,29.0,0,28184,1.06,1.06,0.0,0.07571428571428572
Deniz Hummet,57,52,1,12.0,1,4.0,1.0,0,9.0,2.0,4,1.0,0,2016,0.12,0.12,0.0,0.12
Deniz Kadah,462,333,5,48.0,10,34.0,10.0,0,31.0,11.0,7,7.0,0,10065,0.8,0.8,0.0,0.16
Deniz Yilmaz,157,135,2,24.0,3,16.0,6.0,0,14.0,2.0,2,2.0,1,4024,0.43,0.43,0.0,0.215
Dennis Aogo,4721,4276,87,660.0,117,520.0,175.0,2,1049.0,165.0,71,102.0,1,175127,5.72,3.72,0.3496503496503497,0.0657471264367816
Dennis Appiah,447,519,12,108.0,19,61.0,23.0,1,141.0,15.0,13,14.0,0,24185,0.57,-0.43,1.7543859649122808,0.047499999999999994
Dennis Diekmeier,1408,1175,26,180.0,41,151.0,53.0,0,318.0,31.0,17,28.0,1,52345,1.38,1.38,0.0,0.05307692307692307
Dennis Kruppke,533,433,7,60.0,12,37.0,18.0,0,83.0,14.0,10,11.0,0,14094,0.81,0.81,0.0,0.11571428571428573
Dennis Oliech,6553,6197,118,1008.0,168,629.0,219.0,14,1063.0,191.0,141,125.0,3,237410,12.83,-1.17,1.0911925175370225,0.10872881355932204
Dennis Praet,1152,954,16,156.0,29,100.0,33.0,0,189.0,21.0,15,16.0,0,32258,0.98,0.98,0.0,0.06125
Denys Oliinyk,114,92,1,0.0,1,3.0,1.0,1,10.0,2.0,0,1.0,0,2016,0.22,-0.78,4.545454545454546,0.22
Derek Boateng,87,94,2,12.0,4,14.0,3.0,0,28.0,4.0,2,4.0,0,4029,0.45,0.45,0.0,0.225
Deyverson,5075,4768,103,936.0,147,643.0,177.0,15,754.0,232.0,129,124.0,2,207615,10.71,-4.29,1.4005602240896358,0.10398058252427185
Deyverson Silva,85,70,1,12.0,2,2.0,3.0,0,3.0,2.0,3,1.0,0,2017,0.13,0.13,0.0,0.13
Diacko Fofana,195,167,2,24.0,3,7.0,4.0,0,27.0,2.0,2,2.0,0,4026,0.08,0.08,0.0,0.04
Diafra Sakho,5996,6020,113,1152.0,156,621.0,212.0,15,878.0,194.0,153,142.0,2,227674,15.01,0.01,0.9993337774816788,0.13283185840707964
Diallo Guidileye,149,161,5,36.0,6,28.0,12.0,0,71.0,6.0,4,7.0,0,10083,0.16,0.16,0.0,0.032
Dialo Guidileye,61,55,1,12.0,1,4.0,1.0,0,11.0,1.0,1,1.0,0,2012,0.06,0.06,0.0,0.06
Diamanka,186,154,2,24.0,3,14.0,4.0,0,20.0,2.0,3,4.0,1,4024,0.26,0.26,0.0,0.13
Dickson Nwakaeme,75,76,1,15.0,1,0.0,1.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
Didac,1569,1287,25,216.0,37,129.0,55.0,2,292.0,50.0,28,26.0,1,50291,2.03,0.03,0.9852216748768474,0.0812
Didac Vila,507,493,8,0.0,9,62.0,19.0,0,105.0,16.0,0,16.0,0,16113,0.56,0.56,0.0,0.07
Didier Digard,5233,4955,93,675.0,139,555.0,191.0,4,1294.0,109.0,65,135.0,0,187207,4.78,0.78,0.8368200836820083,0.05139784946236559
Didier Drogba,1558,1747,30,288.0,49,198.0,56.0,4,281.0,43.0,38,41.0,1,60434,2.95,-1.05,1.3559322033898304,0.09833333333333334
Didier Ndong,2015,2006,41,336.0,64,268.0,80.0,2,530.0,57.0,35,50.0,0,82633,2.61,0.61,0.7662835249042146,0.06365853658536585
Didier Ya Konan,9228,8146,155,1560.0,218,912.0,302.0,16,1357.0,235.0,189,176.0,6,311915,17.08,1.08,0.936768149882904,0.11019354838709676
Diego,17239,15749,327,2724.0,482,1862.0,629.0,28,3728.0,528.0,297,432.0,7,658303,30.38,2.38,0.9216589861751152,0.0929051987767584
